ID,Title,Author,Units,Illustrator,Genre,Publisher,Publication Year,Price,Description,Condition,Condition Description,Format,Features,Language,Topic,Book Series,Type,Narrative Type,Edition,Manufactured,Inscribed,Intended Audience,Vintage,Signed,Pictures,Height,Width,Length,Weight,Weight Minor
312,Evolution Nature Library,Ruth Moore,1,,Nature,Time Life,1971,8,"Evolution. The title really says it all. This book is about evolution and the ideas, theories behind the concept. See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,Nature,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,12
313,The Earth Nature Library,Arthur Bieser,1,,Nature,Time Life,1971,8,"Learn about your favorite planet, Earth! You live here, might as well pick up this book and learn something about. Marvel at the immensity of the planet and feel sadness at the thought that we are slowly destroying it. See pictures!",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,Nature,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,12
314,The Reptiles Nature Library,Archie Carr,1,,Nature,Time Life,1972,10,Really groovy book about reptiles and the various types of reptile species. A lot of snake action. Awesome pictures and illustrations! See pictures!,Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,Nature,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,12
315,Ecology Nature Library,Peter Farb,1,,Nature,Time Life,1970,8,Wonderful book at ecology and animals. Lots of colorful illustrations and vivid photography.,Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,Nature,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,12
316,Wildlife of North America,Peter Farb,1,,Nature,Time Life,1974,8,Learn all about the wildlife of North America. Amazing pictures and illustrations! See pictures!,Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,Nature,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,12
317,Wildlife of Africa Nature Library,Archie Carr,1,,Nature,Time Life,1974,8,"Learn all about the wildlife of Africa - considered by many to be the Cradle of Mankind. Are they correct? Who knows! Find out for yourself, maybe. Amazing pictures and illustrations! See pictures!",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,Nature,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,12
318,The Cooking of Italy,Waverley Root,1,,Recipes,Time Life,1968,12,"This book will teach you about traditional Italian recipes. Some might say that it's a Spicy Meatball! And now, you too, can cook your own spicy meatballs! Lots of photographs and detailed instructions! See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,Food,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,14
319,American Cooking,Dale Brown,1,,Recipes,Time Life,1968,12,"Teach yourself how to make traditional and popular American dishes like Meatloaf or Sloppy Joes or Turkey. If you love America and love meat, then this is probably the right book for you. See pictures!",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,Food,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,14
320,Wine and Spirits,Alec Waugh,1,,Recipes,Time Life,1968,12,"Do you like alcohol? How about wine? Well, person, you're going to want to take a look at this book and learn about the various alcoholic drinks of the world. Then have a pint! See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,Food,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,14
321,Ancient Egypt Great Ages of Man,Lionel Casson,1,,History,Time Life,1974,12,"Ancient Egypt, pharoahs, hieroglyphics, temples, massive Sphinx. Are you convinced yet, that you need this book if you love Ancient Egyptian history? Really great for art reference! Take a look at the pictures! ",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,14
322,Renaissance Great Ages of Man,John R. Hale,1,,History,Time Life,1970,12,"Fascinating book the Renaissance. Learn about the art, the people and the places of this wonderous time in history. Really great for art reference! See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,14
323,Age of Faith Great Ages of Man,Anne Fremantle,1,,History,Time Life,1972,12,"If you're a fan of history and religious studies, you'll find a lot of use in this book. Really great for art reference! See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,1,14
324,Cradle of Civilization Great Ages of Man,Samuel Noah Kramer,1,,History,Time Life,1974,12,"Where did mankind come from? Our history stretches far back, back beyond written history? Who can say? Perhaps this book will shed some light on our mysterious origins. See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
325,Classical Greece Great Ages of Man,C.M. Bowra,1,,History,Time Life,1974,12,"Athens, Zeus, Hercules, the Parthenon. You love Ancient Greece? Well check this book out and absorb the knowledge within. Really great for art reference! See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
326,Imperial Rome Great Ages of Man,Moses Hadas,1,,History,Time Life,1972,12,"Amazing book about Imperial Rome. How does a village become an empire? Great question, reader! Buy this book and find out! Really great for art reference! See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
327,The Reformation Great Ages of Man,Edith Simon,1,,History,Time Life,1973,12,"Really interesting book about the age of the Reformation. You're going to love it, I guarantee it. Really great for art reference! See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
328,Byzantium Great of Ages of Man,Philip Sherrard,1,,History,Time Life,1975,12,"Istanbul, not Constantinople. Only, in a past age, it was neither. Known then to the world as: Byzantium. Really great for art reference! See pictures!",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
329,Age of Enlightment Great Ages of Man,Peter Gay,1,,History,Time Life,1974,12,"Englighten your mind with this fascinating book about one of the grooviest periods in human history, The Enlightment. Colorful illustrations and insightful commentaries will leave you mesmerized, possible. Really great for art reference! See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
330,Age of Exploration Great Ages of Man,John R. Hale,1,,History,Time Life,1974,12,"If you've ever had wanderlust, then you'll love this book. Also, contains a lot of information about ships and shipping routes. See pictures.",Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
331,Age of Progress Great Ages of Man,S.C. Burchell,1,,History,Time Life,1975,12,A book about the Age of Progress. Color illustrations and great photographs.,Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
332,Ancient America Great Ages of Man,Jonathan Norton Leonard,1,,History,Time Life,1974,12,Learn all about Ancient America. See pictures.,Good,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
333,Italy World Library Photography,Herbery Kubly,1,,History,Time Life,1972,12,"Life in Italy leading up to the 1960's. Covers people, places and events in Italy's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
334,Ireland World Library Photography,Joe McCarthy,1,,History,Time Life,1970,12,"Life in Ireland leading up to the 1960's. Covers people, places and events in Ireland's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
335,The Andeans Republics World Library,William Weber Johnson,1,,History,Time Life,1968,12,"Life in The Andean Republic leading up to the 1960's. Covers people, places and events in The Andean Republic's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
336,Turkey World Library Photography,Time Life,1,,History,Time Life,1968,12,"Life in Turkey leading up to the 1960's. Covers people, places and events in Turkey's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
337,Scandinavia World Library Photography,Hammond Innes,1,,History,Time Life,1969,12,"Life in Scandinavia leading up to the 1960's. Covers people, places and events in Scandinavia's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
338,Britain World Library Photography,John Osborne,1,,History,Time Life,1967,12,"Life in Britain leading up to the 1960's. Covers people, places and events in Britain's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
339,India World Library Photography,Joe David Brown,1,,History,Time Life,1969,12,"Life in India leading up to the 1960's. Covers people, places and events in India's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
340,Tropical Africa World Library Photography,Robert Coughlan,1,,History,Time Life,1966,12,"Life in Tropical Africa leading up to the 1960's. Covers people, places and events in Tropical Africa's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
341,Japan World Library Photography,Edward Seidensticker,1,,History,Time Life,1968,12,"Life in Japan leading up to the 1960's. Covers people, places and events in Japan's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
342,Russia World Library Photography,Charles W. Thayer,1,,History,Time Life,1971,12,"Life in Russia leading up to the 1960's. Covers people, places and events in Russia's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
343,Australia and New Zealand,Colin MacInnes,1,,History,Time Life,1966,12,"Life in Australia and New Zealand leading up to the 1960's. Covers people, places and events in Australia New Zealand's history. Great reference for art. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,13,2,11,14,1,14
344,Book of the Year 1968,Britannica,1,,History,Britannica,1968,10,"People, places, events in 1968. Gives a glimpse into life in the 60's. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,5,10
345,Book of the Year 1967,Britannica,1,,History,Britannica,1967,10,"People, places, events in 1967. Gives a glimpse into life in the 60's. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,5,10
346,Book of the Year 1966,Britannica,1,,History,Britannica,1966,10,"People, places, events in 1966. Gives a glimpse into life in the 60's. See pictures.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,5,10
347,Funk and Wagnalls Dictionary Vol. 1 and 2,Britannica,1,,History,Britannica,1963,15,Full set of Britannica Funk and Wagnall's Dictionary from the 60's. See pictures.,Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,10,2,11,14,12,10
348,The Cowboys The Old West,William H. Forbis,1,,History,Time Life,1973,12,Great book on the Cowboys of the wild west. Learn all about life in the old west. What did cowboys look like? What did they wear? Lots of photographs and illustrations.,Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,2,10
349,The Pioneers The Old West,Huston Horn,1,,History,Time Life,1974,12,Great book on the Pioneers of the wild west. Learn all about life in the old west. Lots of photographs and illustrations.,Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,2,10
350,The Indians The Old West,Benjamin Capps,1,,History,Time Life,1973,12,"Old West Time Life book series about the old west. The indigenous people of the Americas are not calle Indian's, rather Native Americans.",Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,2,10
351,The Trailblazers The Old West,Bill Gilbert,1,,History,Time Life,1973,12,Great book on the Pioneers of the old west. Lots of photographs and illustrations.,Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,12,2,11,14,2,10
352,Picture History of the Civil War U.S,Bruce Catton,1,,History,American Heritage Publishing,1960,20,Awesome book on the First Civil War in the United States of America. Great photography and explanations. See pictures.,Good ,"Some wear, but no missing pages. See pictures.",Hardback,,English,History,,,Non-Fiction,,,,"young adults, adults, children",,,21,5,11,14,8,14
